Employee_ID,Date,Department,Job_Role,Hours_Worked,Tasks_Completed,Performance_Score,Tasks_Per_Hour
E00674,2024-11-04,Finance,Consultant,5.0,6,1.74,1.2
E00675,2024-11-05,Marketing,Analyst,9.7,16,1.07,1.65
E00676,2024-11-06,Marketing,Developer,9.6,5,4.43,0.52
E00677,2024-11-07,Marketing,Developer,5.3,14,4.1,2.64
E00678,2024-11-08,Sales,Manager,11.6,4,1.96,0.34
E00679,2024-11-09,Finance,Developer,8.2,9,3.88,1.1
E00680,2024-11-10,Finance,Manager,10.3,20,3.63,1.94
E00681,2024-11-11,Marketing,Developer,9.8,7,3.16,0.71
E00682,2024-11-12,HR,Consultant,5.3,7,2.55,1.32
E00683,2024-11-13,HR,Analyst,5.0,4,3.1,0.8
E00684,2024-11-14,HR,Technician,10.2,13,2.99,1.27
E00685,2024-11-15,HR,Consultant,6.2,7,3.21,1.13
E00686,2024-11-16,Engineering,Manager,11.1,15,3.45,1.35
E00687,2024-11-17,Engineering,Technician,10.2,7,2.29,0.69
E00688,2024-11-18,Finance,Analyst,4.2,11,3.56,2.62
E00689,2024-11-19,Finance,Consultant,10.5,4,1.44,0.38
E00690,2024-11-20,Marketing,Analyst,6.2,14,3.09,2.26
E00691,2024-11-21,Marketing,Technician,4.5,2,1.27,0.44
E00692,2024-11-22,Engineering,Consultant,9.7,19,4.34,1.96
E00693,2024-11-23,Marketing,Manager,8.6,4,1.52,0.47
E00694,2024-11-24,Sales,Developer,4.6,15,4.49,3.26
E00695,2024-11-25,Marketing,Developer,7.6,15,1.81,1.97
E00696,2024-11-26,Marketing,Manager,6.9,19,2.94,2.75
E00697,2024-11-27,Marketing,Manager,8.0,17,1.4,2.12
E00698,2024-11-28,Sales,Analyst,8.5,5,3.28,0.59
E00699,2024-11-29,Engineering,Developer,6.9,16,4.35,2.32
E00700,2024-11-30,Engineering,Developer,6.0,1,3.63,0.17
E00701,2024-12-01,Marketing,Consultant,4.8,17,3.1,3.54
E00702,2024-12-02,Sales,Developer,8.6,2,3.81,0.23
E00703,2024-12-03,Sales,Analyst,9.8,18,2.02,1.84
E00704,2024-12-04,HR,Consultant,5.8,14,2.47,2.41
E00705,2024-12-05,HR,Manager,8.1,19,3.42,2.35
E00706,2024-12-06,Finance,Technician,4.4,16,1.28,3.64
E00707,2024-12-07,Marketing,Consultant,10.9,17,4.72,1.56
E00708,2024-12-08,Engineering,Analyst,6.0,6,1.83,1.0
E00709,2024-12-09,Finance,Analyst,7.8,19,2.97,2.44
E00710,2024-12-10,HR,Technician,7.1,6,4.56,0.85
E00711,2024-12-11,Marketing,Developer,5.2,5,1.32,0.96
E00712,2024-12-12,Marketing,Consultant,11.4,4,4.2,0.35
E00713,2024-12-13,Sales,Analyst,10.9,13,1.24,1.19
E00714,2024-12-14,Engineering,Technician,8.4,20,3.23,2.38
E00715,2024-12-15,Engineering,Analyst,11.3,20,4.75,1.77
E00716,2024-12-16,HR,Consultant,9.9,11,2.66,1.11
E00717,2024-12-17,HR,Technician,7.4,17,2.48,2.3
E00718,2024-12-18,Engineering,Developer,6.6,13,3.83,1.97
E00719,2024-12-19,Finance,Consultant,7.3,14,4.29,1.92
E00720,2024-12-20,Finance,Consultant,9.8,20,2.06,2.04
E00721,2024-12-21,HR,Consultant,6.2,8,1.16,1.29
E00722,2024-12-22,Sales,Manager,4.6,9,1.28,1.96
E00723,2024-12-23,Sales,Developer,7.0,13,2.22,1.86
E00724,2024-12-24,Engineering,Technician,8.0,11,4.78,1.38
E00725,2024-12-25,Sales,Consultant,11.2,10,4.84,0.89
E00726,2024-12-26,Sales,Consultant,5.4,15,1.39,2.78
E00727,2024-12-27,Marketing,Developer,10.4,5,3.9,0.48
E00728,2024-12-28,Finance,Consultant,11.9,5,3.13,0.42
E00729,2024-12-29,HR,Developer,11.6,14,1.76,1.21
E00730,2024-12-30,Marketing,Manager,,20,3.1,4.35
E00731,2024-12-31,Engineering,Consultant,7.7,17,2.0,2.21
E00732,2025-01-01,Marketing,Consultant,6.3,10,3.5,1.59
E00733,2025-01-02,Sales,Technician,10.8,18,1.72,1.67
E00734,2025-01-03,HR,Manager,6.6,11,4.0,1.67
E00735,2025-01-04,Engineering,Consultant,8.4,18,2.66,2.14
E00736,2025-01-05,Marketing,Manager,4.1,7,1.42,1.71
E00737,2025-01-06,Engineering,Technician,5.6,7,3.55,1.25
E00738,2025-01-07,HR,Manager,8.5,7,2.43,0.82
E00739,2025-01-08,Finance,Manager,6.4,20,2.83,3.12
E00740,2025-01-09,Finance,Analyst,9.0,10,3.66,1.11
E00741,2025-01-10,Marketing,Manager,7.7,12,4.53,1.56
E00742,2025-01-11,Sales,Consultant,8.7,5,1.67,0.57
E00743,2025-01-12,Finance,Developer,7.9,6,1.72,0.76
E00744,2025-01-13,Marketing,Consultant,10.2,17,2.61,1.67
E00745,2025-01-14,Finance,Technician,5.6,18,2.35,3.21
E00746,2025-01-15,Sales,Technician,11.2,11,1.63,0.98
E00747,2025-01-16,Sales,Consultant,10.1,4,4.99,0.4
E00748,2025-01-17,Engineering,Manager,6.0,12,2.77,2.0
E00749,2025-01-18,Engineering,Manager,4.1,18,2.41,4.39
E00750,2025-01-19,Finance,Analyst,7.3,16,2.26,2.19
E00751,2025-01-20,Finance,Analyst,5.9,19,4.97,3.22
E00752,2025-01-21,Sales,Consultant,6.8,19,2.3,2.79
E00753,2025-01-22,Engineering,Developer,10.7,14,2.49,1.31
E00754,2025-01-23,Engineering,Analyst,11.0,18,4.06,1.64
E00755,2025-01-24,Sales,Manager,11.6,10,2.72,0.86
E00756,2025-01-25,Marketing,Technician,4.0,14,3.9,3.5
E00757,2025-01-26,Engineering,Analyst,9.3,1,3.43,0.11
E00758,2025-01-27,Engineering,Analyst,10.8,17,3.25,1.57
E00759,2025-01-28,HR,Consultant,9.8,4,1.86,0.41
E00760,2025-01-29,Finance,Consultant,4.8,1,4.06,0.21
E00761,2025-01-30,Marketing,Consultant,8.2,13,4.7,1.59
E00762,2025-01-31,Marketing,Consultant,5.9,5,2.02,0.85
E00763,2025-02-01,Marketing,Consultant,7.9,2,4.85,0.25
E00764,2025-02-02,Finance,Manager,4.5,2,2.79,0.44
E00765,2025-02-03,Engineering,Analyst,12.0,7,2.59,0.58
E00766,2025-02-04,Sales,Developer,9.7,9,3.91,0.93
E00767,2025-02-05,Engineering,Analyst,4.7,6,4.93,1.28
E00768,2025-02-06,Marketing,Technician,11.4,10,3.38,0.88
E00769,2025-02-07,HR,Analyst,11.2,9,3.07,0.8
E00770,2025-02-08,Sales,Analyst,8.2,5,4.97,0.61
E00771,2025-02-09,Marketing,Analyst,9.6,2,2.21,0.21
E00772,2025-02-10,Finance,Consultant,7.0,10,2.2,1.43
E00773,2025-02-11,HR,Analyst,11.8,7,1.89,0.59
E00774,2025-02-12,Engineering,Analyst,4.7,18,4.42,3.83
E00775,2025-02-13,Engineering,Technician,4.8,2,1.09,0.42
E00776,2025-02-14,HR,Consultant,5.1,12,4.29,2.35
E00777,2025-02-15,Sales,Analyst,10.6,15,3.76,1.42
E00778,2025-02-16,Sales,Manager,4.6,4,2.1,0.87
E00779,2025-02-17,Engineering,Consultant,8.5,20,3.21,2.35
E00780,2025-02-18,HR,Analyst,7.5,18,3.23,2.4
E00781,2025-02-19,Sales,Technician,11.7,8,4.7,0.68
E00782,2025-02-20,Engineering,Technician,5.9,18,1.62,3.05
E00783,2025-02-21,Marketing,Technician,6.1,13,1.15,2.13
E00784,2025-02-22,Engineering,Technician,6.5,8,2.42,1.23
E00785,2025-02-23,Finance,Analyst,10.4,17,1.55,1.63
E00786,2025-02-24,Sales,Analyst,9.6,10,2.47,1.04
E00787,2025-02-25,Sales,Consultant,9.9,2,3.33,0.2
E00788,2025-02-26,Finance,Analyst,6.5,13,1.93,2.0
E00789,2025-02-27,Engineering,Developer,6.2,13,4.24,2.1
E00790,2025-02-28,Finance,Analyst,4.6,14,1.37,3.04
E00791,2025-03-01,Sales,Developer,5.6,11,2.6,1.96
E00792,2025-03-02,Engineering,Analyst,10.2,18,4.67,1.76
E00793,2025-03-03,Sales,Developer,8.7,2,3.94,0.23
E00794,2025-03-04,Sales,Technician,5.2,1,3.89,0.19
E00795,2025-03-05,Finance,Consultant,5.3,9,4.17,1.7
E00796,2025-03-06,Marketing,Manager,7.7,7,1.69,0.91
E00797,2025-03-07,Engineering,Consultant,7.3,20,4.3,2.74
E00798,2025-03-08,Sales,Developer,8.3,15,3.76,1.81
E00799,2025-03-09,Engineering,Analyst,11.7,8,3.3,0.68
E00800,2025-03-10,Sales,Consultant,5.7,12,4.63,2.11
E00801,2025-03-11,Finance,Developer,6.5,19,3.38,2.92
E00802,2025-03-12,Finance,Consultant,6.1,18,2.2,2.95
E00803,2025-03-13,Engineering,Manager,5.0,20,3.92,4.0
E00804,2025-03-14,Sales,Developer,5.3,7,3.31,1.32
E00805,2025-03-15,Engineering,Consultant,9.5,7,1.31,0.74
E00806,2025-03-16,HR,Manager,10.6,10,1.22,0.94
E00807,2025-03-17,Engineering,Consultant,9.6,15,4.08,1.56
E00808,2025-03-18,Finance,Manager,4.3,6,2.39,1.4
E00809,2025-03-19,Engineering,Developer,10.7,3,4.27,0.28
E00810,2025-03-20,Engineering,Technician,6.6,6,2.67,0.91
E00811,2025-03-21,Engineering,Developer,4.7,6,4.47,1.28
E00812,2025-03-22,Finance,Technician,6.0,17,4.48,2.83
E00813,2025-03-23,HR,Technician,6.8,4,1.91,0.59
E00814,2025-03-24,Marketing,Developer,8.1,13,3.61,1.6
E00815,2025-03-25,Engineering,Manager,9.4,2,3.41,0.21
E00816,2025-03-26,Finance,Technician,6.1,14,1.05,2.3
E00817,2025-03-27,Marketing,Analyst,11.9,9,4.11,0.76
E00818,2025-03-28,HR,Consultant,4.2,18,2.53,4.29
E00819,2025-03-29,Marketing,Technician,7.2,9,2.22,1.25
E00820,2025-03-30,Marketing,Manager,7.6,5,1.16,0.66
E00821,2025-03-31,Sales,Developer,10.0,6,3.16,0.6
E00822,2025-04-01,Finance,Developer,6.0,19,1.6,3.17
E00823,2025-04-02,Marketing,Consultant,7.7,9,3.01,1.17
E00824,2025-04-03,Sales,Technician,10.4,1,1.88,0.1
E00825,2025-04-04,Sales,Technician,5.1,11,1.2,2.16
E00826,2025-04-05,Engineering,Manager,4.1,15,3.93,3.66
E00827,2025-04-06,HR,Technician,10.6,5,2.57,0.47
E00828,2025-04-07,Engineering,Manager,11.9,2,2.78,0.17
E00829,2025-04-08,Engineering,Technician,5.0,5,3.38,1.0
E00830,2025-04-09,Sales,Technician,10.6,11,3.02,1.04
E00831,2025-04-10,Sales,Analyst,7.0,20,1.89,2.86
E00832,2025-04-11,Engineering,Developer,9.0,2,2.16,0.22
E00833,2025-04-12,Engineering,Technician,9.2,20,2.58,2.17
E00834,2025-04-13,Engineering,Technician,8.7,10,1.53,1.15
E00835,2025-04-14,Marketing,Technician,6.1,16,1.33,2.62
E00836,2025-04-15,Engineering,Technician,10.5,19,3.29,1.81
E00837,2025-04-16,Marketing,Manager,4.2,18,1.2,4.29
E00838,2025-04-17,HR,Developer,4.5,12,2.6,2.67
E00839,2025-04-18,Engineering,Manager,11.2,3,1.34,0.27
E00840,2025-04-19,Sales,Technician,7.5,11,3.01,1.47
E00841,2025-04-20,Finance,Analyst,5.0,17,4.1,3.4
E00842,2025-04-21,Marketing,Technician,11.2,8,1.52,0.71
E00843,2025-04-22,Marketing,Developer,10.6,6,1.54,0.57
E00844,2025-04-23,Sales,Developer,6.7,17,3.24,2.54
E00845,2025-04-24,Sales,Technician,4.3,3,2.95,0.7
E00846,2025-04-25,Sales,Technician,7.7,17,3.61,2.21
E00847,2025-04-26,Finance,Developer,5.3,6,1.78,1.13
E00848,2025-04-27,Finance,Manager,8.6,14,3.46,1.63
E00849,2025-04-28,Marketing,Manager,10.6,18,3.94,1.7
E00850,2025-04-29,Marketing,Manager,7.2,18,1.98,2.5
E00851,2025-04-30,Sales,Developer,4.2,13,1.29,3.1
E00852,2025-05-01,HR,Analyst,9.5,3,4.11,0.32
E00853,2025-05-02,HR,Manager,5.4,12,2.29,2.22
E00854,2025-05-03,Marketing,Consultant,5.7,8,4.7,1.4
E00855,2025-05-04,Sales,Consultant,5.5,7,1.36,1.27
E00856,2025-05-05,Sales,Developer,6.2,11,3.69,1.77
E00857,2025-05-06,Marketing,Consultant,11.1,11,2.69,0.99
E00858,2025-05-07,Engineering,Manager,4.3,12,2.39,2.79
E00859,2025-05-08,HR,Technician,9.0,10,2.28,1.11
E00860,2025-05-09,Marketing,Technician,6.0,7,3.38,1.17
E00861,2025-05-10,Sales,Technician,6.4,20,1.1,3.12
E00862,2025-05-11,Engineering,Developer,7.3,17,2.22,2.33
E00863,2025-05-12,Marketing,Manager,8.4,16,4.95,1.9
E00864,2025-05-13,Sales,Consultant,4.5,18,3.46,4.0
E00865,2025-05-14,HR,Manager,6.2,1,4.96,0.16
E00866,2025-05-15,Marketing,Manager,5.1,4,2.77,0.78
E00867,2025-05-16,Finance,Analyst,,12,1.58,2.14
E00868,2025-05-17,Finance,Analyst,11.1,15,1.18,1.35
E00869,2025-05-18,HR,Analyst,8.2,8,4.27,0.98
E00870,2025-05-19,Engineering,Analyst,9.0,20,1.8,2.22
E00871,2025-05-20,Engineering,Consultant,10.4,20,2.5,1.92
E00872,2025-05-21,Marketing,Technician,10.4,8,4.03,0.77
E00873,2025-05-22,HR,Analyst,11.9,2,4.41,0.17
E00874,2025-05-23,HR,Consultant,10.3,11,1.45,1.07
E00875,2025-05-24,Sales,Manager,6.9,13,1.22,1.88
E00876,2025-05-25,Marketing,Consultant,8.4,4,4.8,0.48
E00877,2025-05-26,Finance,Consultant,7.9,13,4.71,1.65
E00878,2025-05-27,Sales,Manager,11.3,9,4.48,0.8
E00879,2025-05-28,HR,Manager,8.0,18,4.28,2.25
E00880,2025-05-29,Engineering,Analyst,7.1,10,1.05,1.41
E00881,2025-05-30,Finance,Developer,5.4,1,3.78,0.19
E00882,2025-05-31,Finance,Developer,6.6,17,1.45,2.58
E00883,2025-06-01,HR,Technician,5.8,12,2.8,2.07
E00884,2025-06-02,Sales,Consultant,11.2,17,1.09,1.52
E00885,2025-06-03,Sales,Analyst,10.2,17,1.84,1.67
E00886,2025-06-04,Marketing,Manager,4.5,15,3.15,3.33
E00887,2025-06-05,HR,Technician,11.9,16,1.82,1.34
E00888,2025-06-06,Engineering,Analyst,8.2,2,3.09,0.24
E00889,2025-06-07,Finance,Consultant,10.1,10,2.03,0.99
E00890,2025-06-08,Engineering,Analyst,12.0,7,2.93,0.58
E00891,2025-06-09,Marketing,Manager,11.8,11,3.92,0.93
E00892,2025-06-10,Engineering,Manager,4.8,17,1.57,3.54
E00893,2025-06-11,Finance,Consultant,9.3,3,3.8,0.32
E00894,2025-06-12,Sales,Consultant,6.1,4,1.07,0.66
E00895,2025-06-13,HR,Developer,10.5,6,3.33,0.57
E00896,2025-06-14,Finance,Developer,11.3,18,3.65,1.59
E00897,2025-06-15,Engineering,Developer,4.4,18,1.17,4.09
E00898,2025-06-16,Finance,Developer,12.0,1,1.68,0.08
E00899,2025-06-17,Engineering,Consultant,5.8,3,2.14,0.52
E00900,2025-06-18,Engineering,Analyst,10.8,7,4.16,0.65
E00901,2025-06-19,Sales,Analyst,10.4,7,3.47,0.67
E00902,2025-06-20,Finance,Consultant,6.8,14,1.21,2.06
E00903,2025-06-21,Sales,Technician,10.7,4,3.62,0.37
E00904,2025-06-22,Marketing,Manager,10.8,7,1.03,0.65
E00905,2025-06-23,Finance,Developer,5.4,18,2.55,3.33
E00906,2025-06-24,Engineering,Consultant,8.7,14,2.09,1.61
E00907,2025-06-25,Marketing,Manager,10.4,3,4.41,0.29
E00908,2025-06-26,Marketing,Developer,9.6,5,3.64,0.52
E00909,2025-06-27,HR,Manager,11.3,1,4.46,0.09
E00910,2025-06-28,Marketing,Developer,4.2,15,1.08,3.57
E00911,2025-06-29,Engineering,Developer,9.6,11,4.47,1.15
E00912,2025-06-30,Sales,Developer,11.6,2,3.6,0.17
E00913,2025-07-01,Finance,Manager,8.5,3,1.92,0.35
E00914,2025-07-02,Marketing,Analyst,8.5,3,2.52,0.35
E00915,2025-07-03,Marketing,Developer,5.5,2,4.91,0.36
E00916,2025-07-04,Finance,Manager,11.9,6,1.4,0.5
E00917,2025-07-05,Marketing,Analyst,11.1,9,2.26,0.81
E00918,2025-07-06,Marketing,Developer,7.9,18,4.47,2.28
E00919,2025-07-07,Marketing,Manager,6.5,3,3.13,0.46
E00920,2025-07-08,Marketing,Developer,7.9,19,1.75,2.41
E00921,2025-07-09,Marketing,Technician,4.7,8,3.0,1.7
E00922,2025-07-10,Sales,Developer,5.9,9,2.83,1.53
E00923,2025-07-11,Marketing,Developer,5.8,14,4.71,2.41
E00924,2025-07-12,Sales,Developer,8.2,13,1.09,1.59
E00925,2025-07-13,Marketing,Manager,4.0,15,1.99,3.75
E00926,2025-07-14,Finance,Developer,11.3,13,3.12,1.15
E00927,2025-07-15,Engineering,Technician,5.6,14,2.33,2.5
E00928,2025-07-16,Engineering,Consultant,5.0,11,2.57,2.2
E00929,2025-07-17,Marketing,Analyst,9.7,1,1.63,0.1
E00930,2025-07-18,HR,Technician,11.4,13,2.39,1.14
E00931,2025-07-19,Finance,Consultant,10.8,4,2.41,0.37
E00932,2025-07-20,Marketing,Developer,6.6,18,3.5,2.73
E00933,2025-07-21,HR,Manager,4.2,1,1.94,0.24
E00934,2025-07-22,HR,Analyst,8.7,20,4.91,2.3
E00935,2025-07-23,Engineering,Manager,11.3,3,3.01,0.27
E00936,2025-07-24,Sales,Technician,10.2,19,4.25,1.86
E00937,2025-07-25,Engineering,Technician,10.8,2,3.5,0.19
E00938,2025-07-26,Sales,Manager,10.9,3,4.51,0.28
E00939,2025-07-27,Sales,Technician,11.7,12,4.56,1.03
E00940,2025-07-28,Finance,Manager,7.0,17,4.26,2.43
E00941,2025-07-29,Sales,Developer,11.5,4,1.12,0.35
E00942,2025-07-30,Engineering,Consultant,7.2,10,3.22,1.39
E00943,2025-07-31,Sales,Consultant,4.8,10,2.12,2.08
E00944,2025-08-01,Marketing,Technician,6.4,20,1.61,3.12
E00945,2025-08-02,Finance,Consultant,5.1,3,4.59,0.59
E00946,2025-08-03,HR,Developer,5.3,10,3.63,1.89
E00947,2025-08-04,Sales,Technician,11.6,15,1.35,1.29
E00948,2025-08-05,HR,Analyst,10.3,13,2.53,1.26
E00949,2025-08-06,Sales,Technician,11.7,13,4.84,1.11
E00950,2025-08-07,Sales,Technician,9.2,1,3.45,0.11
E00951,2025-08-08,Marketing,Analyst,5.4,16,3.5,2.96
E00952,2025-08-09,Sales,Consultant,11.7,6,1.91,0.51
E00953,2025-08-10,Sales,Consultant,9.5,18,1.96,1.89
E00954,2025-08-11,Sales,Developer,11.4,8,1.61,0.7
E00955,2025-08-12,Finance,Consultant,10.3,5,4.88,0.49
E00956,2025-08-13,Marketing,Analyst,5.8,13,4.64,2.24
E00957,2025-08-14,HR,Manager,8.7,18,2.32,2.07
E00958,2025-08-15,Engineering,Developer,5.4,10,3.17,1.85
E00959,2025-08-16,Engineering,Developer,6.5,5,1.83,0.77
E00960,2025-08-17,Marketing,Consultant,9.5,10,1.55,1.05
E00961,2025-08-18,Marketing,Analyst,5.0,12,3.17,2.4
E00962,2025-08-19,Engineering,Manager,9.8,1,4.2,0.1
E00963,2025-08-20,Sales,Manager,11.6,18,4.45,1.55
E00964,2025-08-21,Sales,Analyst,11.6,18,2.24,1.55
E00965,2025-08-22,HR,Consultant,7.1,5,3.82,0.7
E00966,2025-08-23,Finance,Developer,12.0,4,3.1,0.33
E00967,2025-08-24,HR,Developer,11.7,2,1.54,0.17
E00968,2025-08-25,Sales,Technician,4.3,1,4.98,0.23
E00969,2025-08-26,Engineering,Analyst,8.8,19,4.9,2.16
E00970,2025-08-27,Sales,Analyst,11.4,20,1.58,1.75
E00971,2025-08-28,Finance,Analyst,11.7,13,4.73,1.11
E00972,2025-08-29,HR,Technician,5.8,18,4.67,3.1
E00973,2025-08-30,Sales,Consultant,8.5,18,2.27,2.12
E00974,2025-08-31,Sales,Manager,11.5,3,3.23,0.26
E00975,2025-09-01,Finance,Technician,5.1,10,4.79,1.96
E00976,2025-09-02,Engineering,Developer,10.0,7,1.47,0.7
E00977,2025-09-03,HR,Consultant,5.9,12,2.27,2.03
E00978,2025-09-04,Sales,Technician,11.9,7,4.52,0.59
E00979,2025-09-05,Finance,Manager,5.3,14,3.91,2.64
E00980,2025-09-06,Engineering,Analyst,11.1,17,4.06,1.53
E00981,2025-09-07,HR,Manager,4.7,5,4.52,1.06
E00982,2025-09-08,Sales,Manager,9.7,6,2.66,0.62
E00983,2025-09-09,HR,Developer,9.1,6,2.65,0.66
E00984,2025-09-10,Engineering,Consultant,11.1,8,2.77,0.72
E00985,2025-09-11,Marketing,Manager,7.6,20,4.74,2.63
E00986,2025-09-12,Marketing,Consultant,6.1,9,4.58,1.48
E00987,2025-09-13,Sales,Developer,6.0,7,4.73,1.17
E00988,2025-09-14,Engineering,Analyst,4.5,4,2.1,0.89
E00989,2025-09-15,Marketing,Analyst,6.1,6,4.12,0.98
E00990,2025-09-16,HR,Technician,4.9,19,1.43,3.88
E00991,2025-09-17,Engineering,Manager,4.0,2,1.74,0.5
E00992,2025-09-18,HR,Developer,7.1,18,4.05,2.54
E00993,2025-09-19,Engineering,Analyst,9.9,15,3.45,1.52
E00994,2025-09-20,Engineering,Technician,11.8,18,2.07,1.53
E00995,2025-09-21,Sales,Consultant,11.1,3,3.27,0.27
E00996,2025-09-22,HR,Analyst,7.9,10,1.92,1.27
E00997,2025-09-23,Finance,Developer,7.0,3,1.93,0.43
E00998,2025-09-24,Engineering,Consultant,8.4,9,3.75,1.07
E00999,2025-09-25,Sales,Analyst,4.8,4,2.44,0.83
E01000,2025-09-26,Sales,Analyst,7.8,7,3.75,0.9
E00001,2023-01-01,Marketing,Manager,5.1,19,3.9,3.73
E00002,2023-01-02,HR,Consultant,9.3,8,2.95,0.86
E00003,2023-01-03,Finance,Developer,5.8,6,2.32,1.03
E00004,2023-01-04,Finance,Technician,6.4,15,1.51,2.34
E00005,2023-01-05,Marketing,Analyst,4.5,3,3.62,0.67
E00006,2023-01-06,Marketing,Analyst,11.6,2,1.4,0.17
E00007,2023-01-07,Sales,Manager,11.0,10,3.48,0.91
E00008,2023-01-08,HR,Manager,11.3,1,4.6,0.09
E00009,2023-01-09,Engineering,Technician,9.0,11,2.27,1.22
E00010,2023-01-10,HR,Developer,7.4,9,2.8,1.22
